repo,number,title,labels,url
ultralytics/yolov5,10779,detect.py startup time,[],https://github.com/ultralytics/yolov5/issues/10779
ultralytics/yolov5,10773,Issue on labels plotting - Same labels not appear,['bug'],https://github.com/ultralytics/yolov5/issues/10773
ultralytics/yolov5,10771,"How can I use Multi-camera, Object Tracking",['question'],https://github.com/ultralytics/yolov5/issues/10771
ultralytics/yolov5,10766,Export onnx failure,['question'],https://github.com/ultralytics/yolov5/issues/10766
ultralytics/yolov5,10765,Bounding box customisation,['question'],https://github.com/ultralytics/yolov5/issues/10765
ultralytics/yolov5,10763,Is it possible to add distance to the labels?,['question'],https://github.com/ultralytics/yolov5/issues/10763
ultralytics/yolov5,10762,yolo segmentation,['question'],https://github.com/ultralytics/yolov5/issues/10762
ultralytics/yolov5,10761,Region of interest ROI,['question'],https://github.com/ultralytics/yolov5/issues/10761
ultralytics/yolov5,10760,Inference speed and FPS,['question'],https://github.com/ultralytics/yolov5/issues/10760
ultralytics/yolov5,10759,Classes Not detected. ,['question'],https://github.com/ultralytics/yolov5/issues/10759
ultralytics/yolov5,10758,Detect.py run on terminal raise ImportError from DetectMultiBackend to no name ASTText from asttokens,['question'],https://github.com/ultralytics/yolov5/issues/10758
ultralytics/yolov5,10755,Segmentation model 1280 size version,['enhancement'],https://github.com/ultralytics/yolov5/issues/10755
ultralytics/yolov5,10752,Add segmentation and classification support for ClearML,[],https://github.com/ultralytics/yolov5/issues/10752
ultralytics/yolov5,10750,Pretrained yolov5 returns list of tensors instead of yolo objects,['bug'],https://github.com/ultralytics/yolov5/issues/10750
ultralytics/yolov5,10744,What is the main difference between yolov5 and yolov8?,['question'],https://github.com/ultralytics/yolov5/issues/10744
ultralytics/yolov5,10742,Autoshape not working correctly on TensorRT packed models,['bug'],https://github.com/ultralytics/yolov5/issues/10742
ultralytics/yolov5,10741,How to add multiple image angles in degrees hyperparameter?,['question'],https://github.com/ultralytics/yolov5/issues/10741
ultralytics/yolov5,10740,YOLOv5 Study: Speed vs Batch-Size - By Hardware,[],https://github.com/ultralytics/yolov5/issues/10740
ultralytics/yolov5,10738,IndexError: Caught IndexError in DataLoader worker process 0.,['question'],https://github.com/ultralytics/yolov5/issues/10738
ultralytics/yolov5,10737,Classification in C++ with ONNX or OpenCV,['question'],https://github.com/ultralytics/yolov5/issues/10737
ultralytics/yolov5,10735,Ultralytics banner,['TODO'],https://github.com/ultralytics/yolov5/issues/10735
ultralytics/yolov5,10734,Intermediate Layer output Yolov5 for each single bounding box result,['question'],https://github.com/ultralytics/yolov5/issues/10734
ultralytics/yolov5,10732,torch.hub not working for yolov5-classification custom models?,['question'],https://github.com/ultralytics/yolov5/issues/10732
ultralytics/yolov5,10729,Question about model summary printing,['question'],https://github.com/ultralytics/yolov5/issues/10729
ultralytics/yolov5,10726,"Inflexibility to Folder Name Changes. How to Save and Load using ""state_dict(torch.load(...))"" Methods. ",['bug'],https://github.com/ultralytics/yolov5/issues/10726
ultralytics/yolov5,10724,How to select the detected objects class with torch.hub?,[],https://github.com/ultralytics/yolov5/issues/10724
ultralytics/yolov5,10720,Exception has occurred: NotImplementedError cannot instantiate 'PosixPath' on your system,['bug'],https://github.com/ultralytics/yolov5/issues/10720
ultralytics/yolov5,10719,how to get probability for each pixel in segmentation,['question'],https://github.com/ultralytics/yolov5/issues/10719
ultralytics/yolov5,10716,YOLOv5 for segmentation crashes in the first epoch ,['bug'],https://github.com/ultralytics/yolov5/issues/10716
ultralytics/yolov5,10715,How to get get single image and it's label before training? ,['question'],https://github.com/ultralytics/yolov5/issues/10715
ultralytics/yolov5,10712,OpenCV(4.1.1) Blob  not found in const blobs in function 'cv::dnn::dnn4_v20190621::ONNXImporter::getBlob' ,['question'],https://github.com/ultralytics/yolov5/issues/10712
ultralytics/yolov5,10711,Who knows what the problem is? Why does the 89th time after starting training have the problem that the file cannot be found?,['bug'],https://github.com/ultralytics/yolov5/issues/10711
ultralytics/yolov5,10709,YOLOv5 segmentation model iOS integration,['enhancement'],https://github.com/ultralytics/yolov5/issues/10709
ultralytics/yolov5,10708,yoloV5 detects to much classes,['question'],https://github.com/ultralytics/yolov5/issues/10708
ultralytics/yolov5,10707,I have a question about runtime devices,['question'],https://github.com/ultralytics/yolov5/issues/10707
ultralytics/yolov5,10705,Model not uploading: unhandled server error,"['bug', 'Stale']",https://github.com/ultralytics/yolov5/issues/10705
ultralytics/yolov5,10701,mAP increase on COCO after training 300 epochs,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10701
ultralytics/yolov5,10700,why can't i gain the segmentation by use python val.py --save-json(the results val_batch{batch_i}_pred.jpg has segmentation label),"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10700
ultralytics/yolov5,10699,How to set the path to allow for Azure Machine Learning integration?,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10699
ultralytics/yolov5,10697,Tflite GPU compatibility,"['bug', 'Stale']",https://github.com/ultralytics/yolov5/issues/10697
ultralytics/yolov5,10696,How to save the result of each era when training classification,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10696
ultralytics/yolov5,10695,How to improve precision by modifying loss? I don't care the recall,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10695
ultralytics/yolov5,10694,ModuleNotFoundError: No module named 'utils.downloads',"['bug', 'Stale']",https://github.com/ultralytics/yolov5/issues/10694
ultralytics/yolov5,10693,Is it possible to extend to 3D YOLO detection?,"['enhancement', 'Stale']",https://github.com/ultralytics/yolov5/issues/10693
ultralytics/yolov5,10691,Same size ROIs,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10691
ultralytics/yolov5,10686,Training not working when dataset is defined as clearml://xxxxxxxx,['bug'],https://github.com/ultralytics/yolov5/issues/10686
ultralytics/yolov5,10684,Best pratices to train an license plate OCR model,['question'],https://github.com/ultralytics/yolov5/issues/10684
ultralytics/yolov5,10682,Why the mAP is zero 😭,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10682
ultralytics/yolov5,10681,Add RMSProp optim to Optimizer Choice,[],https://github.com/ultralytics/yolov5/issues/10681
ultralytics/yolov5,10679,How are the output coordinates sorted for yolov5. I'm talking about the output of results.xyxy[0],"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10679
ultralytics/yolov5,10676,Can I create transfer learning using yolov5 with millions of data?,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10676
ultralytics/yolov5,10675,Command to count the detected objects in jpg pictures and download list of results ,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10675
ultralytics/yolov5,10673,"mAP metric in tensorboard, are those for the train or the val dataset?","['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10673
ultralytics/yolov5,10672,How to view the classes of a trained model?,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10672
ultralytics/yolov5,10670,YOLOv5m-seg and YOLOv5s-seg post processing different?,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10670
ultralytics/yolov5,10669,"RuntimeError when using ""segment/predict.py"" with --save-txt",['bug'],https://github.com/ultralytics/yolov5/issues/10669
ultralytics/yolov5,10668,"Exception when using ""segment/predict.py"" with Model Ensembling","['bug', 'Stale']",https://github.com/ultralytics/yolov5/issues/10668
ultralytics/yolov5,10664,yolov5 best.pt in dnn,[],https://github.com/ultralytics/yolov5/issues/10664
ultralytics/yolov5,10662,Problem with ClearML and ClearML ID for datasets,['question'],https://github.com/ultralytics/yolov5/issues/10662
ultralytics/yolov5,10661,how to use K-means++ instead of K-means for anchor box optimization,['question'],https://github.com/ultralytics/yolov5/issues/10661
ultralytics/yolov5,10659,Can yolov5s inference on npu?,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10659
ultralytics/yolov5,10658,How to change class/ loss,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10658
ultralytics/yolov5,10657,Build MLOps process,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10657
ultralytics/yolov5,10650,Inferences time,['question'],https://github.com/ultralytics/yolov5/issues/10650
ultralytics/yolov5,10649,Add GradCAM integration - Make YOLOv5 Interpretable,[],https://github.com/ultralytics/yolov5/issues/10649
ultralytics/yolov5,10648,Question regarding yolov5 results,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10648
ultralytics/yolov5,10647,Which tools do I use to build an automatic drift detection system around the YOLOv5 model?,['question'],https://github.com/ultralytics/yolov5/issues/10647
ultralytics/yolov5,10644,Which graphic card for inferencing? Or graphic cars inference performances?,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10644
ultralytics/yolov5,10642,"TypeError when running ""segment/predict.py"" with --augment flag",['bug'],https://github.com/ultralytics/yolov5/issues/10642
ultralytics/yolov5,10640,Yaml configs for P6/P7 instance segmentation,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10640
ultralytics/yolov5,10639,Degrees rotation augmentation messes up the size of the labels,['bug'],https://github.com/ultralytics/yolov5/issues/10639
ultralytics/yolov5,10638,Yolov5 Output1 structure and MAUI,['question'],https://github.com/ultralytics/yolov5/issues/10638
ultralytics/yolov5,10634,Question about the number of validation batches,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10634
ultralytics/yolov5,10633,Early remove excess boxes to reduce overhead,[],https://github.com/ultralytics/yolov5/issues/10633
ultralytics/yolov5,10632,Warning - ignoring corrupt image/label: non-normalized or out of bounds coordinates,['question'],https://github.com/ultralytics/yolov5/issues/10632
ultralytics/yolov5,10631,Can I convert VisDrone annotations using VisDrone.yaml using multiprocessing?,['question'],https://github.com/ultralytics/yolov5/issues/10631
ultralytics/yolov5,10630,Help regarding an issue asked 1 month ago,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10630
ultralytics/yolov5,10629,ONNX benchmark error ,['Stale'],https://github.com/ultralytics/yolov5/issues/10629
ultralytics/yolov5,10628,TFlite output types,['question'],https://github.com/ultralytics/yolov5/issues/10628
ultralytics/yolov5,10624,Convert onnx to openvino IR model,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10624
ultralytics/yolov5,10623,the build_targets function may assign an anchor multiple targets because of the its 4 neighbours. right? whether it will cause something bad,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10623
ultralytics/yolov5,10622,how do i can yolov5 webcam socket communication,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10622
ultralytics/yolov5,10621,How to convert from COCO instance segmentation format to YOLOv5 instance segmentation Without Roboflow?,['question'],https://github.com/ultralytics/yolov5/issues/10621
ultralytics/yolov5,10620,Slow Training on Jetson Orin,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10620
ultralytics/yolov5,10619,How to compute and show losses when running validation (val.py) on a testing dataset?,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10619
ultralytics/yolov5,10618,--conf-thres set 0.25 and 0.65 with strange results.,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10618
ultralytics/yolov5,10617,Image cache and labels,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10617
ultralytics/yolov5,10615,ReLU activation function for Tensorflow export,[],https://github.com/ultralytics/yolov5/issues/10615
ultralytics/yolov5,10612,Non default paths to save experiments,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10612
ultralytics/yolov5,10611,"I would like to ask, can the current detection, segmentation and classification of yolov5 be combined into one model for training, reasoning and TensorRT deployment at the same time?","['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10611
ultralytics/yolov5,10610,Why the detection results of consecutive similar images are different？,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10610
ultralytics/yolov5,10601,COCO model evaluation using TIDE evaluation method,[],https://github.com/ultralytics/yolov5/issues/10601
ultralytics/yolov5,10599,Yolov5 concentrated documantation,[],https://github.com/ultralytics/yolov5/issues/10599
ultralytics/yolov5,10598,"YOLOv5m/l-seg, which layer(s) should I take for feature extraction (object tracking) ? ","['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10598
ultralytics/yolov5,10596,Does not display webcam and youtube result,['bug'],https://github.com/ultralytics/yolov5/issues/10596
ultralytics/yolov5,10592,Segmentation mask (configurable) transparancy,"['enhancement', 'Stale']",https://github.com/ultralytics/yolov5/issues/10592
ultralytics/yolov5,10589,fix_file_encoding_bug,[],https://github.com/ultralytics/yolov5/issues/10589
ultralytics/yolov5,10578,"Onnx inference not working for image instance segmentation, maybe a bug in ONNX model?","['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10578
ultralytics/yolov5,10576,Bugfix: update dataloaders.py,[],https://github.com/ultralytics/yolov5/issues/10576
ultralytics/yolov5,10572,Add Gradio demo for yolov5 (command line and colab notebook),[],https://github.com/ultralytics/yolov5/issues/10572
ultralytics/yolov5,10571,Converting yolo segmentation labels to coco json format,['question'],https://github.com/ultralytics/yolov5/issues/10571
ultralytics/yolov5,10569,How to add background data to reduce false positive ? ,['question'],https://github.com/ultralytics/yolov5/issues/10569
ultralytics/yolov5,10555,Colab train command on TPU,['question'],https://github.com/ultralytics/yolov5/issues/10555
ultralytics/yolov5,10537,Keypoints,[],https://github.com/ultralytics/yolov5/issues/10537
ultralytics/yolov5,10527,What to do with the operations not supported by the Edge TPU?,['question'],https://github.com/ultralytics/yolov5/issues/10527
ultralytics/yolov5,10513,Skip output normalization for TF classification models in DetectMultiBackend,[],https://github.com/ultralytics/yolov5/issues/10513
ultralytics/yolov5,10492,Illegal Instruction (core dumped) - on Detect_pcap.py program ,['question'],https://github.com/ultralytics/yolov5/issues/10492
ultralytics/yolov5,10483,How to export to CoreML with proper model metadata?,['question'],https://github.com/ultralytics/yolov5/issues/10483
ultralytics/yolov5,10479,its possible to get output like autoflip,['question'],https://github.com/ultralytics/yolov5/issues/10479
ultralytics/yolov5,10476,add Optuna,[],https://github.com/ultralytics/yolov5/issues/10476
ultralytics/yolov5,10475,Detection for small faces,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10475
ultralytics/yolov5,10471,Load a coco json file with a dataset directory defined in a yaml file,[],https://github.com/ultralytics/yolov5/issues/10471
ultralytics/yolov5,10439,"tag7.0  convert .egnine error  Assertion failed: scales.is_weights() && ""Resize scales must be an initializer!""","['bug', 'Stale']",https://github.com/ultralytics/yolov5/issues/10439
ultralytics/yolov5,10437,"The training always stuck in ""Model summary""",['question'],https://github.com/ultralytics/yolov5/issues/10437
ultralytics/yolov5,10414,export onnx dims,['question'],https://github.com/ultralytics/yolov5/issues/10414
ultralytics/yolov5,10410,"Multi-GPU instance segmentation training crashing after latest commits from Dec 2, 2022",[],https://github.com/ultralytics/yolov5/issues/10410
ultralytics/yolov5,10396,Tflite converting issue,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10396
ultralytics/yolov5,10395,YOLOv5 with PyTorch 2.0,"['question', 'TODO']",https://github.com/ultralytics/yolov5/issues/10395
ultralytics/yolov5,10383,Bugfix: update dataloaders.py to fix Multi-GPU DDP RAM multiple-cache issue,['TODO'],https://github.com/ultralytics/yolov5/issues/10383
ultralytics/yolov5,10353,Yolov5 model detects everything as cars,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10353
ultralytics/yolov5,10347,the dataset formats for yolov5-seg models don't need a lot of points?,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10347
ultralytics/yolov5,10337,reducing the model size using YOLOv5 ,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10337
ultralytics/yolov5,10320,Annotation offline tool for yolov5 seg,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10320
ultralytics/yolov5,10314,Performance optimizations for train.py on CUDA GPUs,"['enhancement', 'TODO']",https://github.com/ultralytics/yolov5/issues/10314
ultralytics/yolov5,10312,add support for custom augmentations,[],https://github.com/ultralytics/yolov5/issues/10312
ultralytics/yolov5,10308,Losses are 'nan' and no detection ,['question'],https://github.com/ultralytics/yolov5/issues/10308
ultralytics/yolov5,10294,Low precision with different size object,['Stale'],https://github.com/ultralytics/yolov5/issues/10294
ultralytics/yolov5,10281,add option to save metrics to csv,[],https://github.com/ultralytics/yolov5/issues/10281
ultralytics/yolov5,10272,>512 masks cv2 limitation on resize,['TODO'],https://github.com/ultralytics/yolov5/issues/10272
ultralytics/yolov5,10266,How,['question'],https://github.com/ultralytics/yolov5/issues/10266
ultralytics/yolov5,10254,Why is yolov5 training slow? ,['question'],https://github.com/ultralytics/yolov5/issues/10254
ultralytics/yolov5,10251,Error occurred when initializing ObjectDetector: AllocateTensors() failed.,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10251
ultralytics/yolov5,10164,Accuracy drops for tensorflow post integer quantization while exporting trained model,"['bug', 'Stale']",https://github.com/ultralytics/yolov5/issues/10164
ultralytics/yolov5,10161,How to transfer  *.json（labelme labeled segment） to yolo *.txt （the new segment）,['question'],https://github.com/ultralytics/yolov5/issues/10161
ultralytics/yolov5,10139,Add ability for AutoShape to run post-processing on Tensor,"['enhancement', 'TODO']",https://github.com/ultralytics/yolov5/issues/10139
ultralytics/yolov5,10112, Bugfix: fix --upload_dataset flag when using Weights & Biases artifacts.,[],https://github.com/ultralytics/yolov5/issues/10112
ultralytics/yolov5,10096,add yolov5-lite,[],https://github.com/ultralytics/yolov5/issues/10096
ultralytics/yolov5,10060,Why percious and recall suddenly increased ? ,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/10060
ultralytics/yolov5,10048,Added a Feature to show FPS when streaming the result,[],https://github.com/ultralytics/yolov5/issues/10048
ultralytics/yolov5,10046,Error when running inference on V100 GPU,['bug'],https://github.com/ultralytics/yolov5/issues/10046
ultralytics/yolov5,9972,fix background FN in ConfusionMatrix,[],https://github.com/ultralytics/yolov5/issues/9972
ultralytics/yolov5,9905,:sparkles: Added possibility to save metric curves as csv files,[],https://github.com/ultralytics/yolov5/issues/9905
ultralytics/yolov5,9877,ClearML no auth training ValueError bug,"['bug', 'TODO']",https://github.com/ultralytics/yolov5/issues/9877
ultralytics/yolov5,9816,How to get the label of coco128-seg,"['question', 'Stale']",https://github.com/ultralytics/yolov5/issues/9816
ultralytics/yolov5,9759,"Allowing model filenames that end in, e.g, ""_saved_model"" when .'s are present in the filename",[],https://github.com/ultralytics/yolov5/issues/9759
ultralytics/yolov5,9750,Added different attension mechanism ,[],https://github.com/ultralytics/yolov5/issues/9750
ultralytics/yolov5,9687,Cannot run parallel inference with DDP,"['bug', 'TODO']",https://github.com/ultralytics/yolov5/issues/9687
ultralytics/yolov5,9645,Fix infer yolov5-seg.onnx with opencv-dnn error,[],https://github.com/ultralytics/yolov5/issues/9645
ultralytics/yolov5,9628,Albumentations from hyp,[],https://github.com/ultralytics/yolov5/issues/9628
ultralytics/yolov5,9627,"NVIDIA Jetson Nvidia Jetson Nano, Xavier NX, Orin Deployment tutorial","['documentation', 'enhancement']",https://github.com/ultralytics/yolov5/issues/9627
ultralytics/yolov5,9589,"Save your spot for #YOLOVISION22 on Tuesday, September 27th!",['documentation'],https://github.com/ultralytics/yolov5/issues/9589
ultralytics/yolov5,9583,Paperspace Gradient Notebook support,"['enhancement', 'TODO']",https://github.com/ultralytics/yolov5/issues/9583
ultralytics/yolov5,9582,Add Top 5 Results to Detections Class,[],https://github.com/ultralytics/yolov5/issues/9582
ultralytics/yolov5,9558,Add best epoch print.,[],https://github.com/ultralytics/yolov5/issues/9558
ultralytics/yolov5,9492,Detect() `ParameterList` update,['TODO'],https://github.com/ultralytics/yolov5/issues/9492
ultralytics/yolov5,9456,"Dear Glenn Jocher, How are you? training problem",['Stale'],https://github.com/ultralytics/yolov5/issues/9456
ultralytics/yolov5,9446,Rotating the bounding boxes along with the images for augmentation,[],https://github.com/ultralytics/yolov5/issues/9446
ultralytics/yolov5,9425,fix tensor mismatch error in multithread inference,[],https://github.com/ultralytics/yolov5/issues/9425
ultralytics/yolov5,9051,Classification Tutorial Notebook,[],https://github.com/ultralytics/yolov5/issues/9051
